arxiv_id,title,authors,subjects,submitted,abstract,abstract_word_count,author_count,top_keywords,formality_score,bio_tox_relevance_score
2102.10056,Molecular Contrastive Learning of Representations via Graph Neural Networks,"Yuyang Wang, Jianren Wang, Zhonglin Cao, Amir Barati Farimani",Computer Science > Machine Learning,"[Submitted on 19 Feb 2021 (v1), last revised 17 Jan 2022 (this version, v2)]","Molecular Machine Learning (ML) bears promise for efficient molecule property prediction and drug discovery. However, labeled molecule data can be expensive and time-consuming to acquire. Due to the limited labeled data, it is a great challenge for supervised-learning ML models to generalize to the giant chemical space. In this work, we present MolCLR: Molecular Contrastive Learning of Representations via Graph Neural Networks (GNNs), a self-supervised learning framework that leverages large unlabeled data (~10M unique molecules). In MolCLR pre-training, we build molecule graphs and develop GNN encoders to learn differentiable representations. Three molecule graph augmentations are proposed: atom masking, bond deletion, and subgraph removal. A contrastive estimator maximizes the agreement of augmentations from the same molecule while minimizing the agreement of different molecules. Experiments show that our contrastive learning framework significantly improves the performance of GNNs on various molecular property benchmarks including both classification and regression tasks. Benefiting from pre-training on the large unlabeled database, MolCLR even achieves state-of-the-art on several challenging benchmarks after fine-tuning. Additionally, further investigations demonstrate that MolCLR learns to embed molecules into representations that can distinguish chemically reasonable molecular similarities.",183,4,"molecule, molecular, learning",8,10
